DateTime,VariableID,VariableValue,VariableName,VariableUnits
2016-10-04 13:16:47,34,B,argosLC,unitless
2016-10-04 15:42:42,2,-53.779,longitude,degree
2016-10-04 15:42:42,3,43.449,latitude,degree
2016-10-04 15:42:42,34,B,argosLC,unitless
2016-10-04 18:39:17,2,-53.701,longitude,degree
2016-10-04 18:39:17,3,43.471,latitude,degree
2016-10-04 18:39:17,34,B,argosLC,unitless
2016-10-07 20:36:13,2,-53.283,longitude,degree
2016-10-07 20:36:13,3,43.342,latitude,degree
2016-10-07 20:36:13,34,B,argosLC,unitless
2016-10-07 20:49:01,2,-52.954,longitude,degree
2016-10-07 20:49:01,3,43.241,latitude,degree
2016-10-07 20:49:01,34,B,argosLC,unitless
2016-10-07 23:35:09,2,-52.915,longitude,degree
2016-10-07 23:35:09,3,43.252,latitude,degree
2016-10-07 23:35:09,34,B,argosLC,unitless
2016-10-09 14:02:53,2,-52.888,longitude,degree
2016-10-09 14:02:53,3,42.959,latitude,degree
2016-10-09 14:02:53,34,B,argosLC,unitless
2016-10-09 21:34:33,2,-52.527,longitude,degree
2016-10-09 21:34:33,3,42.827,latitude,degree
2016-10-09 21:34:33,34,B,argosLC,unitless
2016-10-10 11:49:08,2,-52.503,longitude,degree
2016-10-10 11:49:08,3,42.657,latitude,degree
2016-10-10 11:49:08,34,B,argosLC,unitless
2016-10-10 17:31:15,2,-52.68,longitude,degree
2016-10-10 17:31:15,3,42.294,latitude,degree
2016-10-10 17:31:15,34,0,argosLC,unitless
2016-10-10 19:15:30,2,-52.696,longitude,degree
2016-10-10 19:15:30,3,42.251,latitude,degree
2016-10-10 19:15:30,34,B,argosLC,unitless
2016-10-10 19:35:25,2,-52.697,longitude,degree
2016-10-10 19:35:25,3,42.256,latitude,degree
2016-10-10 19:35:25,34,B,argosLC,unitless
2016-10-10 19:56:36,2,-52.697,longitude,degree
2016-10-10 19:56:36,3,42.246,latitude,degree
2016-10-10 19:56:36,34,B,argosLC,unitless
2016-10-10 21:15:22,2,-52.735,longitude,degree
2016-10-10 21:15:22,3,42.274,latitude,degree
2016-10-10 21:15:22,34,A,argosLC,unitless
2016-10-10 21:30:37,2,-52.736,longitude,degree
2016-10-10 21:30:37,3,42.283,latitude,degree
2016-10-10 21:30:37,34,1,argosLC,unitless
2016-10-10 21:37:57,2,-52.732,longitude,degree
2016-10-10 21:37:57,3,42.274,latitude,degree
2016-10-10 21:37:57,34,B,argosLC,unitless
2016-10-10 23:19:03,2,-52.746,longitude,degree
2016-10-10 23:19:03,3,42.259,latitude,degree
2016-10-10 23:19:03,34,B,argosLC,unitless
2016-10-11 06:00:13,2,-52.76,longitude,degree
2016-10-11 06:00:13,3,42.145,latitude,degree
2016-10-11 06:00:13,34,A,argosLC,unitless
2016-10-11 07:35:07,2,-52.895,longitude,degree
2016-10-11 07:35:07,3,42.193,latitude,degree
2016-10-11 07:35:07,34,2,argosLC,unitless
2016-10-11 09:29:04,2,-52.863,longitude,degree
2016-10-11 09:29:04,3,42.201,latitude,degree
2016-10-11 09:29:04,34,2,argosLC,unitless
2016-10-11 15:40:40,2,-52.959,longitude,degree
2016-10-11 15:40:40,3,42.24,latitude,degree
2016-10-11 15:40:40,34,B,argosLC,unitless
2016-10-12 05:41:57,2,-52.446,longitude,degree
2016-10-12 05:41:57,3,42.262,latitude,degree
2016-10-12 05:41:57,34,B,argosLC,unitless
2016-10-12 20:30:07,2,-52.335,longitude,degree
2016-10-12 20:30:07,3,42.212,latitude,degree
2016-10-12 20:30:07,34,B,argosLC,unitless
2016-10-12 21:18:16,2,-52.274,longitude,degree
2016-10-12 21:18:16,3,41.999,latitude,degree
2016-10-12 21:18:16,34,B,argosLC,unitless
2016-10-13 21:05:01,2,-52.374,longitude,degree
2016-10-13 21:05:01,3,41.852,latitude,degree
2016-10-13 21:05:01,34,0,argosLC,unitless
2016-10-13 21:28:53,2,-52.318,longitude,degree
2016-10-13 21:28:53,3,41.875,latitude,degree
2016-10-13 21:28:53,34,2,argosLC,unitless
2016-10-13 21:38:46,2,-52.316,longitude,degree
2016-10-13 21:38:46,3,41.871,latitude,degree
2016-10-13 21:38:46,34,1,argosLC,unitless
2016-10-15 01:22:40,2,-52.845,longitude,degree
2016-10-15 01:22:40,3,42.329,latitude,degree
2016-10-15 01:22:40,34,B,argosLC,unitless
2016-10-15 08:28:11,2,-52.683,longitude,degree
2016-10-15 08:28:11,3,42.054,latitude,degree
2016-10-15 08:28:11,34,B,argosLC,unitless
2016-10-15 09:28:17,2,-52.906,longitude,degree
2016-10-15 09:28:17,3,42.544,latitude,degree
2016-10-15 09:28:17,34,B,argosLC,unitless
2016-10-15 12:51:00,2,-52.907,longitude,degree
2016-10-15 12:51:00,3,42.571,latitude,degree
2016-10-15 12:51:00,34,B,argosLC,unitless
2016-10-15 14:34:15,2,-52.908,longitude,degree
2016-10-15 14:34:15,3,42.576,latitude,degree
2016-10-15 14:34:15,34,B,argosLC,unitless
2016-10-16 07:46:29,2,-52.9,longitude,degree
2016-10-16 07:46:29,3,42.792,latitude,degree
2016-10-16 07:46:29,34,B,argosLC,unitless
2016-10-16 16:27:01,2,-53.552,longitude,degree
2016-10-16 16:27:01,3,42.917,latitude,degree
2016-10-16 16:27:01,34,A,argosLC,unitless
2016-10-17 14:35:27,2,-53.632,longitude,degree
2016-10-17 14:35:27,3,43.155,latitude,degree
2016-10-17 14:35:27,34,B,argosLC,unitless
2016-10-18 09:51:04,2,-53.937,longitude,degree
2016-10-18 09:51:04,3,43.592,latitude,degree
2016-10-18 09:51:04,34,B,argosLC,unitless
2016-10-18 10:05:40,2,-53.738,longitude,degree
2016-10-18 10:05:40,3,43.574,latitude,degree
2016-10-18 10:05:40,34,B,argosLC,unitless
2016-10-19 13:52:32,2,-54.291,longitude,degree
2016-10-19 13:52:32,3,43.842,latitude,degree
2016-10-19 13:52:32,34,B,argosLC,unitless
2016-10-19 17:30:01,2,-53.432,longitude,degree
2016-10-19 17:30:01,3,43.525,latitude,degree
2016-10-19 17:30:01,34,1,argosLC,unitless
2016-10-19 20:49:26,2,-53.286,longitude,degree
2016-10-19 20:49:26,3,43.51,latitude,degree
2016-10-19 20:49:26,34,B,argosLC,unitless
2016-10-20 07:23:28,2,-53.19,longitude,degree
2016-10-20 07:23:28,3,43.418,latitude,degree
2016-10-20 07:23:28,34,B,argosLC,unitless
2016-10-20 13:32:12,2,-53.026,longitude,degree
2016-10-20 13:32:12,3,43.227,latitude,degree
2016-10-20 13:32:12,34,B,argosLC,unitless
2016-10-21 07:24:13,2,-53.411,longitude,degree
2016-10-21 07:24:13,3,43.188,latitude,degree
2016-10-21 07:24:13,34,A,argosLC,unitless
2016-10-21 14:51:26,2,-53.298,longitude,degree
2016-10-21 14:51:26,3,43.185,latitude,degree
2016-10-21 14:51:26,34,B,argosLC,unitless
2016-10-22 11:17:13,2,-53.363,longitude,degree
2016-10-22 11:17:13,3,42.939,latitude,degree
2016-10-22 11:17:13,34,B,argosLC,unitless
2016-10-22 12:55:52,2,-53.45,longitude,degree
2016-10-22 12:55:52,3,42.966,latitude,degree
2016-10-22 12:55:52,34,B,argosLC,unitless
2016-10-22 13:44:15,2,-53.461,longitude,degree
2016-10-22 13:44:15,3,42.968,latitude,degree
2016-10-22 13:44:15,34,B,argosLC,unitless
2016-10-22 18:39:14,2,-53.597,longitude,degree
2016-10-22 18:39:14,3,43.005,latitude,degree
2016-10-22 18:39:14,34,A,argosLC,unitless
2016-10-22 21:15:22,2,-53.636,longitude,degree
2016-10-22 21:15:22,3,43.002,latitude,degree
2016-10-22 21:15:22,34,B,argosLC,unitless
2016-10-23 11:07:27,2,-53.81,longitude,degree
2016-10-23 11:07:27,3,43.012,latitude,degree
2016-10-23 11:07:27,34,B,argosLC,unitless
2016-10-23 16:47:07,2,-53.746,longitude,degree
2016-10-23 16:47:07,3,42.911,latitude,degree
2016-10-23 16:47:07,34,3,argosLC,unitless
2016-10-24 08:40:17,2,-53.778,longitude,degree
2016-10-24 08:40:17,3,42.922,latitude,degree
2016-10-24 08:40:17,34,B,argosLC,unitless
2016-10-24 09:16:45,2,-53.738,longitude,degree
2016-10-24 09:16:45,3,42.92,latitude,degree
2016-10-24 09:16:45,34,B,argosLC,unitless
2016-10-24 10:45:05,2,-53.755,longitude,degree
2016-10-24 10:45:05,3,42.922,latitude,degree
2016-10-24 10:45:05,34,B,argosLC,unitless
2016-10-24 18:15:49,2,-53.764,longitude,degree
2016-10-24 18:15:49,3,42.973,latitude,degree
2016-10-24 18:15:49,34,B,argosLC,unitless
2016-10-28 00:08:27,2,-53.613,longitude,degree
2016-10-28 00:08:27,3,42.113,latitude,degree
2016-10-28 00:08:27,34,B,argosLC,unitless
2016-10-28 12:28:00,2,-53.597,longitude,degree
2016-10-28 12:28:00,3,41.862,latitude,degree
2016-10-28 12:28:00,34,B,argosLC,unitless
2016-10-28 14:11:02,2,-53.572,longitude,degree
2016-10-28 14:11:02,3,41.853,latitude,degree
2016-10-28 14:11:02,34,B,argosLC,unitless
2016-10-28 17:31:18,2,-53.583,longitude,degree
2016-10-28 17:31:18,3,41.698,latitude,degree
2016-10-28 17:31:18,34,B,argosLC,unitless
2016-10-28 21:31:09,2,-53.605,longitude,degree
2016-10-28 21:31:09,3,41.627,latitude,degree
2016-10-28 21:31:09,34,B,argosLC,unitless
2016-10-28 22:02:45,2,-53.605,longitude,degree
2016-10-28 22:02:45,3,41.629,latitude,degree
2016-10-28 22:02:45,34,B,argosLC,unitless
2016-10-28 23:50:21,2,-53.663,longitude,degree
2016-10-28 23:50:21,3,41.59,latitude,degree
2016-10-28 23:50:21,34,A,argosLC,unitless
2016-10-29 01:29:23,2,-53.684,longitude,degree
2016-10-29 01:29:23,3,41.558,latitude,degree
2016-10-29 01:29:23,34,B,argosLC,unitless
2016-10-29 09:52:01,2,-53.79,longitude,degree
2016-10-29 09:52:01,3,41.404,latitude,degree
2016-10-29 09:52:01,34,B,argosLC,unitless
2016-10-30 00:27:31,2,-53.939,longitude,degree
2016-10-30 00:27:31,3,41.136,latitude,degree
2016-10-30 00:27:31,34,B,argosLC,unitless
2016-10-30 01:07:45,2,-53.252,longitude,degree
2016-10-30 01:07:45,3,41.475,latitude,degree
2016-10-30 01:07:45,34,B,argosLC,unitless
2016-10-31 11:14:20,2,-53.144,longitude,degree
2016-10-31 11:14:20,3,41.865,latitude,degree
2016-10-31 11:14:20,34,B,argosLC,unitless
2016-10-31 21:03:12,2,-53.087,longitude,degree
2016-10-31 21:03:12,3,41.955,latitude,degree
2016-10-31 21:03:12,34,B,argosLC,unitless
2016-11-01 08:42:12,2,-53.231,longitude,degree
2016-11-01 08:42:12,3,41.838,latitude,degree
2016-11-01 08:42:12,34,B,argosLC,unitless
2016-11-01 09:03:44,2,-53.46,longitude,degree
2016-11-01 09:03:44,3,41.79,latitude,degree
2016-11-01 09:03:44,34,1,argosLC,unitless
2016-11-01 09:17:51,2,-53.461,longitude,degree
2016-11-01 09:17:51,3,41.792,latitude,degree
2016-11-01 09:17:51,34,B,argosLC,unitless
2016-11-01 09:25:03,2,-53.463,longitude,degree
2016-11-01 09:25:03,3,41.788,latitude,degree
2016-11-01 09:25:03,34,B,argosLC,unitless
2016-11-01 11:00:52,2,-53.465,longitude,degree
2016-11-01 11:00:52,3,41.793,latitude,degree
2016-11-01 11:00:52,34,B,argosLC,unitless
2016-11-01 12:45:45,2,-53.463,longitude,degree
2016-11-01 12:45:45,3,41.795,latitude,degree
2016-11-01 12:45:45,34,B,argosLC,unitless
2016-11-02 05:06:20,2,-53.457,longitude,degree
2016-11-02 05:06:20,3,41.843,latitude,degree
2016-11-02 05:06:20,34,B,argosLC,unitless
2016-11-02 21:10:08,2,-53.454,longitude,degree
2016-11-02 21:10:08,3,41.895,latitude,degree
2016-11-02 21:10:08,34,B,argosLC,unitless
2016-11-03 08:28:19,2,-53.433,longitude,degree
2016-11-03 08:28:19,3,41.935,latitude,degree
2016-11-03 08:28:19,34,B,argosLC,unitless
